3.3007508204e+00,3.1688533632e+01,3.8973054354e+01
3.1480700014e+00,3.1736309705e+01,4.4567344030e+01
2.8169047950e+00,3.2721689592e+01,3.7083573385e+01
3.4066391168e+00,3.3482431742e+01,4.2320786275e+01
3.4930461765e+00,3.2910942521e+01,4.2383141473e+01
3.0242412386e+00,3.2972965314e+01,4.5122496606e+01
3.0978918031e+00,3.2579844954e+01,4.5119382672e+01
3.4126236584e+00,3.3992552593e+01,3.9652484706e+01
3.4339791086e+00,3.3778914977e+01,4.0517474648e+01
2.5674688756e+00,3.4676291660e+01,3.4849335946e+01
2.9139983985e+00,3.4618158366e+01,3.7201237509e+01
3.0950214531e+00,3.4954683116e+01,3.6549771604e+01
2.5829291972e+00,3.4676025490e+01,3.6849355944e+01
3.0089125445e+00,3.5729709078e+01,3.4427900104e+01
3.3358567117e+00,3.6209840181e+01,4.4173917263e+01
3.4889486967e+00,3.7289631747e+01,3.3144778157e+01
3.4948053175e+00,3.6910984664e+01,4.6976890684e+01
3.1364043026e+00,3.8346422045e+01,3.3575745987e+01
3.1339827282e+00,3.8155824541e+01,4.7203729072e+01
3.2388636223e+00,3.8668562887e+01,3.6438375444e+01
3.1022464443e+00,3.9432435539e+01,3.9441108845e+01
2.9393741468e+00,3.8977819088e+01,4.4602592572e+01
2.9087421040e+00,3.9144542114e+01,5.0745539214e+01
3.1092037737e+00,4.0092863152e+01,3.2010487664e+01
2.9718607320e+00,4.0259860493e+01,3.2728294530e+01
3.0007843392e+00,4.0259541286e+01,3.5733749640e+01
3.3724009365e+00,4.0188223454e+01,3.7825738404e+01
2.9228265643e+00,3.9724377170e+01,4.7664201929e+01
3.0110951420e+00,4.0235450013e+01,4.9114107914e+01
3.3557478037e+00,4.0510861921e+01,4.0628010051e+01
3.1976592380e+00,4.0512157237e+01,4.0516524381e+01
3.1754899835e+00,4.1497188958e+01,4.5362407834e+01
2.7727227097e+00,4.1466283758e+01,4.6055360369e+01
3.4896407596e+00,4.0706489446e+01,4.8337297603e+01
3.4795944232e+00,4.2719148452e+01,3.7796322529e+01
3.3423540888e+00,4.3012962769e+01,3.9818734427e+01
2.7235935305e+00,4.3229536071e+01,4.6371928126e+01
2.7071123209e+00,4.2679842123e+01,4.8004270259e+01
3.3001796466e+00,4.3744970990e+01,3.2632950367e+01
3.1027875488e+00,4.4008182090e+01,3.6165526654e+01
3.3664617534e+00,4.4390537510e+01,3.8316023554e+01
2.8398722261e+00,4.3578824987e+01,3.9315852941e+01
3.2778977444e+00,4.3970029191e+01,4.7722523747e+01
3.2791436892e+00,4.3969845413e+01,4.9728622109e+01
3.0880454081e+00,4.4509334621e+01,3.4142397573e+01
3.2912489784e+00,4.4916637434e+01,3.6389806455e+01
3.3251561298e+00,4.6403090905e+01,3.4491787808e+01
3.3454338815e+00,4.6067832877e+01,4.0672027447e+01
3.0843201311e+00,4.6267221248e+01,4.3353205172e+01
2.9299657545e+00,4.5781618859e+01,4.5612203358e+01
2.9134152315e+00,4.5821566105e+01,4.6192632542e+01
3.0139756962e+00,4.7014851423e+01,4.4008749771e+01
3.2390536074e+00,4.7656633783e+01,4.3557599962e+01
3.4556936839e+00,4.7853918190e+01,4.4895738631e+01
2.8170002015e+00,4.9449473761e+01,4.1935533790e+01
3.4957902356e+00,5.0376713746e+01,3.8453197832e+01
2.9561386738e+00,4.9913043561e+01,3.8619456404e+01
3.0416068624e+00,5.0266724761e+01,4.1753561190e+01
4.4843730086e+00,3.1451199861e+01,3.9409615644e+01
3.8361150164e+00,3.2338153612e+01,3.6443885353e+01
4.1747197426e+00,3.2203907487e+01,3.9195530838e+01
4.4656933188e+00,3.1510689993e+01,4.1568605518e+01
3.5168832800e+00,3.1709058893e+01,4.3467656841e+01
4.2116708849e+00,3.1995012257e+01,4.4274391375e+01
